OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN,CODIGOCTMESTACIONREDMETRO
4228,6,369443,147,147,2,1,1396,*,,28,TI,I,EDUARDO DATO-ZURBANO,28,079,MADRID,A,Paseo de Eduardo Dato N 9,20230222,20230222,,315.1864,12.226,6,_,,,6__147_____2_IT_1_6_1396_*__TI_I_28,,,,6__147___,6__147_____2_IT_1,6_1396,6_1396_*,6_1396_,
4229,6,369442,040,40,2,1,1397,*,,27,TI,I,PZA.DE CHAMBERI,28,079,MADRID,A,Plaza de Chamberí N 9,20230222,20230222,,209.6216,13.06,6,_,,,6__40_____2_IT_1_6_1397_*__TI_I_27,,,,6__40___,6__40_____2_IT_1,6_1397,6_1397_*,6_1397_,
4230,6,369443,147,147,2,1,1397,*,,29,TI,I,PZA.DE CHAMBERI,28,079,MADRID,A,Plaza de Chamberí N 9,20230222,20230222,,209.6216,12.226,6,_,,,6__147_____2_IT_1_6_1397_*__TI_I_29,,,,6__147___,6__147_____2_IT_1,6_1397,6_1397_*,6_1397_,
4231,6,369442,040,40,2,1,1398,*,,28,TI,I,LUCHANA-PZA.DE CHAMBERI,28,079,MADRID,A,Calle de Luchana N 35,20230222,20230222,,111.0243,13.06,6,_,,,6__40_____2_IT_1_6_1398_*__TI_I_28,,,,6__40___,6__40_____2_IT_1,6_1398,6_1398_*,6_1398_,
4232,6,369443,147,147,2,1,1398,*,,30,TI,I,LUCHANA-PZA.DE CHAMBERI,28,079,MADRID,A,Calle de Luchana N 35,20230222,20230222,,111.0243,12.226,6,_,,,6__147_____2_IT_1_6_1398_*__TI_I_30,,,,6__147___,6__147_____2_IT_1,6_1398,6_1398_*,6_1398_,
4233,6,369442,040,40,2,1,1399,*,,29,TI,I,FCO.DE ROJAS-LUCHANA,28,079,MADRID,A,Calle de Francisco de Rojas N 13,20230222,20230222,,286.7682,13.06,6,93_160,,,6__40_____2_IT_1_6_1399_*__TI_I_29,,,,6__40___,6__40_____2_IT_1,6_1399,6_1399_*,6_1399_,
4234,6,283890,068,C1,2,1,1401,*,,1,TI,T,RONDA DE TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,19991221,19861001,,0,0,6,92_10,,,6__68_____2_IT_1_6_1401_*__TI_T_1,,,,6__68___,6__68_____2_IT_1,6_1401,6_1401_*,6_1401_,
4235,6,335486,041,41,1,1,1401,*,,5,TI,I,RONDA DE TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20061013,20061007,,196.7676,-1,6,92_10,,,6__41_____1_IT_1_6_1401_*__TI_I_5,,,,6__41___,6__41_____1_IT_1,6_1401,6_1401_*,6_1401_,
4236,6,341747,060,60,2,1,1401,*,,24,TI,I,RONDA DE TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20100208,20091211,,275.4735,12.106,6,92_10,,,6__60_____2_IT_1_6_1401_*__TI_I_24,,,,6__60___,6__60_____2_IT_1,6_1401,6_1401_*,6_1401_,
4237,6,365604,363,C03,2,1,1401,*,,17,TI,I,RONDA DE TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20200910,20200915,,196.7668,0,6,92_10,,,6__363_____2_IT_1_6_1401_*__TI_I_17,,636302,,6__363___,6__363____636302_2_IT_1,6_1401,6_1401_*,6_1401_,
4238,6,367515,148,148,2,1,1401,*,,20,TI,I,RONDA DE TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20211120,20211122,,275.4735,10.774,6,92_10,,,6__148_____2_IT_1_6_1401_*__TI_I_20,,,,6__148___,6__148_____2_IT_1,6_1401,6_1401_*,6_1401_,
4239,6,368266,068,C1,1,1,1401,*,,32,TI,T,RONDA DE TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20220625,20220609,,196.7668,11.517,6,92_10,,,6__68_____1_IT_1_6_1401_*__TI_T_32,,,,6__68___,6__68_____1_IT_1,6_1401,6_1401_*,6_1401_,
4240,6,283890,068,C1,2,1,1402,*,,2,TI,I,RONDA DE TOLEDO-RIBERA CURTIDORES,28,079,MADRID,A,Ronda de Toledo N 3,19991221,19861001,,343.4321,11.726,6,_,,,6__68_____2_IT_1_6_1402_*__TI_I_2,,,,6__68___,6__68_____2_IT_1,6_1402,6_1402_*,6_1402_,
4241,6,335486,041,41,1,1,1402,*,,6,TI,I,RONDA DE TOLEDO-RIBERA CURTIDORES,28,079,MADRID,A,Ronda de Toledo N 3,20061013,20061007,,343.4321,12.104,6,_,,,6__41_____1_IT_1_6_1402_*__TI_I_6,,,,6__41___,6__41_____1_IT_1,6_1402,6_1402_*,6_1402_,
4242,6,341747,060,60,2,1,1402,*,,25,TI,I,RONDA DE TOLEDO-RIBERA CURTIDORES,28,079,MADRID,A,Ronda de Toledo N 3,20100208,20091211,,343.4321,12.911,6,_,,,6__60_____2_IT_1_6_1402_*__TI_I_25,,,,6__60___,6__60_____2_IT_1,6_1402,6_1402_*,6_1402_,
4243,6,365604,363,C03,2,1,1402,*,,18,TI,I,RONDA DE TOLEDO-RIBERA CURTIDORES,28,079,MADRID,A,Ronda de Toledo N 3,20200910,20200915,,343.4321,0,6,_,,,6__363_____2_IT_1_6_1402_*__TI_I_18,,636302,,6__363___,6__363____636302_2_IT_1,6_1402,6_1402_*,6_1402_,
4244,6,367515,148,148,2,1,1402,*,,21,TI,I,RONDA DE TOLEDO-RIBERA CURTIDORES,28,079,MADRID,A,Ronda de Toledo N 3,20211120,20211122,,343.4321,11.508,6,_,,,6__148_____2_IT_1_6_1402_*__TI_I_21,,,,6__148___,6__148_____2_IT_1,6_1402,6_1402_*,6_1402_,
4245,6,370752,529,NC1,2,1,1402,*,,5,TI,I,RONDA DE TOLEDO-RIBERA CURTIDORES,28,079,MADRID,A,Ronda de Toledo N 3,20231129,20231129,,540.1989,0,6,_,,,6_N_529_____2_IT_1_6_1402_*__TI_I_5,,652902,,6_N_529___,6_N_529____652902_2_IT_1,6_1402,6_1402_*,6_1402_,
4246,6,283890,068,C1,2,1,1403,*,,3,TI,I,RONDA DE SEGOVIA-PUERTA TOLEDO,28,079,MADRID,A,Ronda de Segovia N 89,19991221,19861001,,498.0839,11.726,6,93_55,,,6__68_____2_IT_1_6_1403_*__TI_I_3,,,,6__68___,6__68_____2_IT_1,6_1403,6_1403_*,6_1403_,
4247,6,370752,529,NC1,2,1,1403,*,,6,TI,I,RONDA DE SEGOVIA-PUERTA TOLEDO,28,079,MADRID,A,Ronda de Segovia N 89,20231129,20231129,,498.0839,11.726,6,93_55,,,6_N_529_____2_IT_1_6_1403_*__TI_I_6,,652902,,6_N_529___,6_N_529____652902_2_IT_1,6_1403,6_1403_*,6_1403_,
4248,6,283890,068,C1,2,1,1404,*,,4,TI,I,RONDA DE SEGOVIA-GIL IMON,28,079,MADRID,A,Ronda de Segovia N 67,19991221,19861001,,235.1371,11.726,6,_,,,6__68_____2_IT_1_6_1404_*__TI_I_4,,,,6__68___,6__68_____2_IT_1,6_1404,6_1404_*,6_1404_,
4249,6,283890,068,C1,2,1,1405,*,,5,TI,I,RONDA DE SEGOVIA-Pº IMPERIAL,28,079,MADRID,A,Ronda de Segovia N 31B,19991221,19861001,,359.5405,11.726,6,_,,,6__68_____2_IT_1_6_1405_*__TI_I_5,,,,6__68___,6__68_____2_IT_1,6_1405,6_1405_*,6_1405_,
4250,6,370752,529,NC1,2,1,1405,*,,7,TI,I,RONDA DE SEGOVIA-Pº IMPERIAL,28,079,MADRID,A,Ronda de Segovia N 31B,20231129,20231129,,594.6776,0,6,_,,,6_N_529_____2_IT_1_6_1405_*__TI_I_7,,652902,,6_N_529___,6_N_529____652902_2_IT_1,6_1405,6_1405_*,6_1405_,
4251,6,283890,068,C1,2,1,1406,*,,6,TI,I,RONDA DE SEGOVIA-SEGOVIA,28,079,MADRID,A,Ronda de Segovia N 1,19991221,19861001,,305.2355,11.726,6,_,,,6__68_____2_IT_1_6_1406_*__TI_I_6,,,,6__68___,6__68_____2_IT_1,6_1406,6_1406_*,6_1406_,
4252,6,335486,041,41,1,1,1406,*,,11,TI,I,RONDA DE SEGOVIA-SEGOVIA,28,079,MADRID,A,Ronda de Segovia N 1,20061013,20061007,,318.2058,11.564,6,_,,,6__41_____1_IT_1_6_1406_*__TI_I_11,,,,6__41___,6__41_____1_IT_1,6_1406,6_1406_*,6_1406_,
4253,6,335486,041,41,1,1,1407,*,,14,TI,I,Pº. FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20061013,20061007,,185.7067,12.226,6,90_18,,,6__41_____1_IT_1_6_1407_*__TI_I_14,,,,6__41___,6__41_____1_IT_1,6_1407,6_1407_*,6_1407_,
4254,6,341033,075,75,1,1,1407,*,,8,TI,I,Pº. FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20090921,20090807,,177.8132,9.493,6,90_18,,,6__75_____1_IT_1_6_1407_*__TI_I_8,,,,6__75___,6__75_____1_IT_1,6_1407,6_1407_*,6_1407_,
4255,6,366204,520,N20,1,1,1407,*,,9,TI,I,Pº. FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20210108,20210112,,177.8132,19.772,6,90_18,,,6_N_520_____1_IT_1_6_1407_*__TI_I_9,,,,6_N_520___,6_N_520_____1_IT_1,6_1407,6_1407_*,6_1407_,
4256,6,369068,046,46,1,1,1407,*,,11,TI,I,Pº. FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20221216,20221219,,177.8132,10.573,6,90_18,,,6__46_____1_IT_1_6_1407_*__TI_I_11,,604601,,6__46___,6__46____604601_1_IT_1,6_1407,6_1407_*,6_1407_,
4257,6,335486,041,41,1,1,1409,*,,16,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 32,20061013,20061007,,237.179,30,6,_,,,6__41_____1_IT_1_6_1409_*__TI_I_16,,,,6__41___,6__41_____1_IT_1,6_1409,6_1409_*,6_1409_,
4258,6,341033,075,75,1,1,1409,*,,10,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 32,20090921,20090807,,237.1794,13.36,6,_,,,6__75_____1_IT_1_6_1409_*__TI_I_10,,,,6__75___,6__75_____1_IT_1,6_1409,6_1409_*,6_1409_,
4259,6,366204,520,N20,1,1,1409,*,,10,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 32,20210108,20210112,,598.3527,19.772,6,_,,,6_N_520_____1_IT_1_6_1409_*__TI_I_10,,,,6_N_520___,6_N_520_____1_IT_1,6_1409,6_1409_*,6_1409_,
4260,6,369068,046,46,1,1,1409,*,,13,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 32,20221216,20221219,,237.179,30,6,_,,,6__46_____1_IT_1_6_1409_*__TI_I_13,,604601,,6__46___,6__46____604601_1_IT_1,6_1409,6_1409_*,6_1409_,
4261,6,335486,041,41,1,1,1410,*,,17,TI,I,RIBERA MANZANARES-SAN POL DE MAR,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20061013,20061007,,481.26,30,6,_,,,6__41_____1_IT_1_6_1410_*__TI_I_17,,,,6__41___,6__41_____1_IT_1,6_1410,6_1410_*,6_1410_,
4262,6,341033,075,75,1,1,1410,*,,11,TI,I,RIBERA MANZANARES-SAN POL DE MAR,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20090921,20090807,,481.2604,13.36,6,_,,,6__75_____1_IT_1_6_1410_*__TI_I_11,,,,6__75___,6__75_____1_IT_1,6_1410,6_1410_*,6_1410_,
4263,6,335486,041,41,1,1,1411,*,,18,TI,I,RIBERA MANZANARES-STA.OLALLA,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20061013,20061007,,209.229,30,6,_,,,6__41_____1_IT_1_6_1411_*__TI_I_18,,,,6__41___,6__41_____1_IT_1,6_1411,6_1411_*,6_1411_,
4264,6,341033,075,75,1,1,1411,*,,12,TI,I,RIBERA MANZANARES-STA.OLALLA,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20090921,20090807,,209.2298,13.36,6,_,,,6__75_____1_IT_1_6_1411_*__TI_I_12,,,,6__75___,6__75_____1_IT_1,6_1411,6_1411_*,6_1411_,
4265,6,335486,041,41,1,1,1412,*,,19,TI,I,RIBERA MANZANARES-FELIPE MORATILLA,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20061013,20061007,,239.731,30,6,_,,,6__41_____1_IT_1_6_1412_*__TI_I_19,,,,6__41___,6__41_____1_IT_1,6_1412,6_1412_*,6_1412_,
4266,6,341033,075,75,1,1,1412,*,,13,TI,I,RIBERA MANZANARES-FELIPE MORATILLA,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20090921,20090807,,239.7317,13.36,6,_,,,6__75_____1_IT_1_6_1412_*__TI_I_13,,,,6__75___,6__75_____1_IT_1,6_1412,6_1412_*,6_1412_,
4267,6,335486,041,41,1,1,1413,*,,20,TI,I,RIBERA MANZANARES Nº 131,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20061013,20061007,,290.157,30,6,_,,,6__41_____1_IT_1_6_1413_*__TI_I_20,,,,6__41___,6__41_____1_IT_1,6_1413,6_1413_*,6_1413_,
4268,6,341033,075,75,1,1,1413,*,,14,TI,I,RIBERA MANZANARES Nº 131,28,079,MADRID,A,Calle de la Ribera del Manzanares SN SN,20090921,20090807,,290.1568,13.36,6,_,,,6__75_____1_IT_1_6_1413_*__TI_I_14,,,,6__75___,6__75_____1_IT_1,6_1413,6_1413_*,6_1413_,
4269,6,335487,041,41,2,1,1415,*,,2,TI,I,RIBERA MANZANARES Nº 125,28,079,MADRID,A,Calle de la Ribera del Manzanares N 127,20061013,20061007,,282.085,30,6,_,,,6__41_____2_IT_1_6_1415_*__TI_I_2,,,,6__41___,6__41_____2_IT_1,6_1415,6_1415_*,6_1415_,
4270,6,341034,075,75,2,1,1415,*,,2,TI,I,RIBERA MANZANARES Nº 125,28,079,MADRID,A,Calle de la Ribera del Manzanares N 127,20090921,20090807,,282.0851,13.36,6,_,,,6__75_____2_IT_1_6_1415_*__TI_I_2,,,,6__75___,6__75_____2_IT_1,6_1415,6_1415_*,6_1415_,
4271,6,335487,041,41,2,1,1416,*,,3,TI,I,COMANDANTE FORTEA-FELIPE MORATILLA,28,079,MADRID,A,Paseo del Comandante Fortea N 55,20061013,20061007,,306.162,30,6,_,,,6__41_____2_IT_1_6_1416_*__TI_I_3,,,,6__41___,6__41_____2_IT_1,6_1416,6_1416_*,6_1416_,
4272,6,341034,075,75,2,1,1416,*,,3,TI,I,COMANDANTE FORTEA-FELIPE MORATILLA,28,079,MADRID,A,Paseo del Comandante Fortea N 55,20090921,20090807,,306.1627,13.36,6,_,,,6__75_____2_IT_1_6_1416_*__TI_I_3,,,,6__75___,6__75_____2_IT_1,6_1416,6_1416_*,6_1416_,
4273,6,335487,041,41,2,1,1417,*,,4,TI,I,COMANDANTE FORTEA-STA.OLALLA,28,079,MADRID,A,Paseo del Comandante Fortea N 7,20061013,20061007,,390.83,30,6,_,,,6__41_____2_IT_1_6_1417_*__TI_I_4,,,,6__41___,6__41_____2_IT_1,6_1417,6_1417_*,6_1417_,
4274,6,341034,075,75,2,1,1417,*,,4,TI,I,COMANDANTE FORTEA-STA.OLALLA,28,079,MADRID,A,Paseo del Comandante Fortea N 7,20090921,20090807,,390.8301,13.36,6,_,,,6__75_____2_IT_1_6_1417_*__TI_I_4,,,,6__75___,6__75_____2_IT_1,6_1417,6_1417_*,6_1417_,
4275,6,341034,075,75,2,1,1418,*,,5,TI,I,SAN POL DE MAR,28,079,MADRID,A,Calle de San Pol de Mar N 1A,20090921,20090807,,304.9723,9.638,6,_,,,6__75_____2_IT_1_6_1418_*__TI_I_5,,,,6__75___,6__75_____2_IT_1,6_1418,6_1418_*,6_1418_,
4276,6,335487,041,41,2,1,1418,*,,5,TI,I,SAN POL DE MAR,28,079,MADRID,A,Calle de San Pol de Mar N 1A,20061013,20061007,,304.9723,11.636,6,_,,,6__41_____2_IT_1_6_1418_*__TI_I_5,,,,6__41___,6__41_____2_IT_1,6_1418,6_1418_*,6_1418_,
4277,6,335487,041,41,2,1,1419,*,,6,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 59,20061013,20061007,,213.205,11.636,6,_,,,6__41_____2_IT_1_6_1419_*__TI_I_6,,,,6__41___,6__41_____2_IT_1,6_1419,6_1419_*,6_1419_,
4278,6,341034,075,75,2,1,1419,*,,6,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 59,20090921,20090807,,213.205,9.638,6,_,,,6__75_____2_IT_1_6_1419_*__TI_I_6,,,,6__75___,6__75_____2_IT_1,6_1419,6_1419_*,6_1419_,
4279,6,369069,046,46,2,1,1419,*,,10,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 59,20221216,20221219,,316.725,30,6,_,,,6__46_____2_IT_1_6_1419_*__TI_I_10,,604602,,6__46___,6__46____604602_2_IT_1,6_1419,6_1419_*,6_1419_,
4280,6,370490,520,N20,2,1,1419,*,,28,TI,I,GTA.SAN ANTONIO DE LA FLORIDA,28,079,MADRID,A,Paseo de la Florida N 59,20231005,20231005,,596.4979,13.36,6,_,,,6_N_520_____2_IT_1_6_1419_*__TI_I_28,,,,6_N_520___,6_N_520_____2_IT_1,6_1419,6_1419_*,6_1419_,
4281,6,335487,041,41,2,1,1420,*,,7,TI,I,Pº FLORIDA Nº 35,28,079,MADRID,A,Paseo de la Florida N 41,20061013,20061007,,229.99,30,6,_,,,6__41_____2_IT_1_6_1420_*__TI_I_7,,,,6__41___,6__41_____2_IT_1,6_1420,6_1420_*,6_1420_,
4282,6,341034,075,75,2,1,1420,*,,7,TI,I,Pº FLORIDA Nº 35,28,079,MADRID,A,Paseo de la Florida N 41,20090921,20090807,,229.9902,13.36,6,_,,,6__75_____2_IT_1_6_1420_*__TI_I_7,,,,6__75___,6__75_____2_IT_1,6_1420,6_1420_*,6_1420_,
4283,6,369069,046,46,2,1,1420,*,,11,TI,I,Pº FLORIDA Nº 35,28,079,MADRID,A,Paseo de la Florida N 41,20221216,20221219,,229.99,30,6,_,,,6__46_____2_IT_1_6_1420_*__TI_I_11,,604602,,6__46___,6__46____604602_2_IT_1,6_1420,6_1420_*,6_1420_,
4284,6,335487,041,41,2,1,1421,*,,8,TI,I,Pº FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20061013,20061007,,347.9972,11.704,6,90_18,,,6__41_____2_IT_1_6_1421_*__TI_I_8,,,,6__41___,6__41_____2_IT_1,6_1421,6_1421_*,6_1421_,
4285,6,341034,075,75,2,1,1421,*,,8,TI,I,Pº FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20090921,20090807,,347.9972,9.532,6,90_18,,,6__75_____2_IT_1_6_1421_*__TI_I_8,,,,6__75___,6__75_____2_IT_1,6_1421,6_1421_*,6_1421_,
4286,6,369069,046,46,2,1,1421,*,,12,TI,I,Pº FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20221216,20221219,,347.9972,10.618,6,90_18,,,6__46_____2_IT_1_6_1421_*__TI_I_12,,604602,,6__46___,6__46____604602_2_IT_1,6_1421,6_1421_*,6_1421_,
4287,6,370490,520,N20,2,1,1421,*,,29,TI,I,Pº FLORIDA-PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 3,20231005,20231005,,577.9878,14.491,6,90_18,,,6_N_520_____2_IT_1_6_1421_*__TI_I_29,,,,6_N_520___,6_N_520_____2_IT_1,6_1421,6_1421_*,6_1421_,
4288,6,283891,069,C2,1,1,1422,*,,24,TI,I,CDAD.PLASENCIA-VIRGEN DEL PUERTO,28,079,MADRID,A,Paseo de la Ciudad de Plasencia SN SN,19991221,19861001,,239.7201,11.234,6,_,,,6__69_____1_IT_1_6_1422_*__TI_I_24,,,,6__69___,6__69_____1_IT_1,6_1422,6_1422_*,6_1422_,
4289,6,335487,041,41,2,1,1422,*,,11,TI,I,CDAD.PLASENCIA-VIRGEN DEL PUERTO,28,079,MADRID,A,Paseo de la Ciudad de Plasencia SN SN,20061013,20061007,,239.7191,13.36,6,_,,,6__41_____2_IT_1_6_1422_*__TI_I_11,,,,6__41___,6__41_____2_IT_1,6_1422,6_1422_*,6_1422_,
4290,6,367512,062,62,1,1,1422,*,,12,TI,I,CDAD.PLASENCIA-VIRGEN DEL PUERTO,28,079,MADRID,A,Paseo de la Ciudad de Plasencia SN SN,20211119,20211122,,239.7191,13.36,6,_,,,6__62____-_1_IT_1_6_1422_*__TI_I_12,-,-,,6__62___,6__62____-_1_IT_1,6_1422,6_1422_*,6_1422_,
4291,6,370753,530,NC2,1,1,1422,*,,12,TI,I,CDAD.PLASENCIA-VIRGEN DEL PUERTO,28,079,MADRID,A,Paseo de la Ciudad de Plasencia SN SN,20231129,20231129,,605.6681,0,6,_,,,6_N_530_____1_IT_1_6_1422_*__TI_I_12,,653001,,6_N_530___,6_N_530____653001_1_IT_1,6_1422,6_1422_*,6_1422_,
4292,6,283891,069,C2,1,1,1425,*,,27,TI,I,RONDA DE SEGOVIA-GIL IMON,28,079,MADRID,A,Ronda de Segovia N 32,19991221,19861001,,355.8901,11.234,6,_,,,6__69_____1_IT_1_6_1425_*__TI_I_27,,,,6__69___,6__69_____1_IT_1,6_1425,6_1425_*,6_1425_,
4293,6,283891,069,C2,1,1,1426,*,,28,TI,I,RONDA DE SEGOVIA-PTA.TOLEDO,28,079,MADRID,A,Ronda de Segovia N 52,19991221,19861001,,277.5517,11.234,6,93_55,,,6__69_____1_IT_1_6_1426_*__TI_I_28,,,,6__69___,6__69_____1_IT_1,6_1426,6_1426_*,6_1426_,
4294,6,370753,530,NC2,1,1,1426,*,,14,TI,I,RONDA DE SEGOVIA-PTA.TOLEDO,28,079,MADRID,A,Ronda de Segovia N 52,20231129,20231129,,633.4419,0,6,93_55,,,6_N_530_____1_IT_1_6_1426_*__TI_I_14,,653001,,6_N_530___,6_N_530____653001_1_IT_1,6_1426,6_1426_*,6_1426_,
4295,6,341263,060,60,1,1,1428,*,,5,TI,I,RONDA TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20091020,20090827,,357.5181,-1,6,92_10,,,6__60_____1_IT_1_6_1428_*__TI_I_5,,,,6__60___,6__60_____1_IT_1,6_1428,6_1428_*,6_1428_,
4296,6,283891,069,C2,1,1,1428,*,,30,TI,I,RONDA TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,19991221,19861001,,357.5164,11.234,6,92_10,,,6__69_____1_IT_1_6_1428_*__TI_I_30,,,,6__69___,6__69_____1_IT_1,6_1428,6_1428_*,6_1428_,
4297,6,335487,041,41,2,1,1428,*,,18,TI,I,RONDA TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20061013,20061007,,357.5181,-1,6,92_10,,,6__41_____2_IT_1_6_1428_*__TI_I_18,,,,6__41___,6__41_____2_IT_1,6_1428,6_1428_*,6_1428_,
4298,6,365603,363,C03,1,1,1428,*,,3,TI,I,RONDA TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20200910,20200915,,357.5719,0,6,92_10,,,6__363_____1_IT_1_6_1428_*__TI_I_3,,636301,,6__363___,6__363____636301_1_IT_1,6_1428,6_1428_*,6_1428_,
4299,6,367514,148,148,1,1,1428,*,,11,TI,I,RONDA TOLEDO-GTA.EMBAJADORES,28,079,MADRID,A,Ronda de Toledo N 40,20211120,20211122,,357.9629,-1,6,92_10,,,6__148_____1_IT_1_6_1428_*__TI_I_11,,,,6__148___,6__148_____1_IT_1,6_1428,6_1428_*,6_1428_,
4300,6,341828,040,40,1,1,1376,*,,5,TI,I,EDUARDO DATO-ZURBANO,28,079,MADRID,A,Paseo de Eduardo Dato N 6,20100219,20090522,,361.5716,12.073,6,_,,,6__40_____1_IT_1_6_1376_*__TI_I_5,,,,6__40___,6__40_____1_IT_1,6_1376,6_1376_*,6_1376_,
4301,6,341053,147,147,1,1,1376,*,,10,TI,I,EDUARDO DATO-ZURBANO,28,079,MADRID,A,Paseo de Eduardo Dato N 6,20090922,20090807,,361.5716,12.488,6,_,,,6__147_____1_IT_1_6_1376_*__TI_I_10,,,,6__147___,6__147_____1_IT_1,6_1376,6_1376_*,6_1376_,
4302,6,368263,015,15,2,1,664,*,,8,TI,I,SAINZ DE BARANDA-JUAN ESPLANDIU,28,079,MADRID,A,Calle del Alcalde Sáinz de Baranda N 107,20220624,20220609,,503.4521,11.514,6,_,,,6__15_____2_IT_1_6_664_*__TI_I_8,,,,6__15___,6__15_____2_IT_1,6_664,6_664_*,6_664_,
4303,6,331800,215,215,2,1,665,*,,5,TI,I,SAINZ DE BARANDA-MARQUES DE LOZOYA,28,079,MADRID,A,Calle del Alcalde Sáinz de Baranda N 91,20030325,20030401,,343.4918,11.285,6,_,,,6__215_____2_IT_1_6_665_*__TI_I_5,,,,6__215___,6__215_____2_IT_1,6_665,6_665_*,6_665_,
4304,6,368263,015,15,2,1,665,*,,9,TI,I,SAINZ DE BARANDA-MARQUES DE LOZOYA,28,079,MADRID,A,Calle del Alcalde Sáinz de Baranda N 91,20220624,20220609,,203.7534,13.36,6,_,,,6__15_____2_IT_1_6_665_*__TI_I_9,,,,6__15___,6__15_____2_IT_1,6_665,6_665_*,6_665_,
4305,6,331800,215,215,2,1,666,*,,8,TI,I,SAINZ DE BARANDA-NARVAEZ,28,079,MADRID,A,Calle del Alcalde Sáinz de Baranda N 17,20030325,20030401,,247.02,11.285,6,_,,,6__215_____2_IT_1_6_666_*__TI_I_8,,,,6__215___,6__215_____2_IT_1,6_666,6_666_*,6_666_,
4306,6,368263,015,15,2,1,666,*,,12,TI,I,SAINZ DE BARANDA-NARVAEZ,28,079,MADRID,A,Calle del Alcalde Sáinz de Baranda N 17,20220624,20220609,,247.0207,13.36,6,_,,,6__15_____2_IT_1_6_666_*__TI_I_12,,,,6__15___,6__15_____2_IT_1,6_666,6_666_*,6_666_,
4307,6,283987,026,26,1,1,667,*,,12,TI,I,NARVAEZ-IBIZA,28,079,MADRID,A,Calle de Narváez N 53,19991221,19861001,,264.2367,9.284,6,93_236,,,6__26_____1_IT_1_6_667_*__TI_I_12,,,,6__26___,6__26_____1_IT_1,6_667,6_667_*,6_667_,
